days,opening,clossing,ROP,smax,SL,Demand,EOQ
94,2856.853831,2748.767433,940.3239888,6000,104.4804432,108.0863981,
,,,,,,,
95,2781.87691,2706.899989,940.3239888,6000,104.4804432,74.97692115,
,,,,,,,
96,2694.849234,2607.821558,940.3239888,6000,104.4804432,87.02767593,
,,,,,,,
97,2597.347029,2499.844824,940.3239888,6000,104.4804432,97.50220476,
,,,,,,,
98,3644.991918,3549.484154,940.3239888,6000,104.4804432,95.50776423,
,,,,,,,
99,3542.259948,3439.527977,940.3239888,6000,104.4804432,102.7319706,
,,,,,,,
100,3485.1406,3428.021252,940.3239888,6000,104.4804432,57.11934775,
,,,,,,,
101,3352.721324,3220.302048,940.3239888,6000,104.4804432,132.4192759,
,,,,,,,
102,3280.867621,3209.013917,940.3239888,6000,104.4804432,71.85370335,
,,,,,,,
103,3026.103938,2771.340255,940.3239888,6000,104.4804432,254.7636828,
,,,,,,,
104,2900.548865,2774.993792,940.3239888,6000,104.4804432,125.5550731,
,,,,,,,
105,2782.274466,2664.000067,940.3239888,6000,104.4804432,118.2743989,
,,,,,,,
106,2670.68357,2559.092674,940.3239888,6000,104.4804432,111.5908958,
,,,,,,,
107,3527.647906,3324.604159,940.3239888,6000,104.4804432,203.0437462,
,,,,,,,
108,3330.62617,3133.604434,940.3239888,6000,104.4804432,197.0217358,
,,,,,,,
109,3242.502311,3154.378452,940.3239888,6000,104.4804432,88.12385876,
,,,,,,,
110,3152.468988,3062.435665,940.3239888,6000,104.4804432,90.03332308,
,,,,,,,
111,3066.047429,2979.62587,940.3239888,6000,104.4804432,86.42155911,
,,,,,,,
112,2942.733667,2819.419905,940.3239888,6000,104.4804432,123.3137622,
,,,,,,,
113,2736.897004,2531.060341,940.3239888,6000,104.4804432,205.836663,
,,,,,,,
114,2689.250999,2641.604995,940.3239888,6000,104.4804432,47.64600432,
,,,,,,,
115,2594.615188,2499.979377,940.3239888,6000,104.4804432,94.63581103,
,,,,,,,
116,3650.017469,3528.067655,940.3239888,6000,104.4804432,121.9498136,
,,,,,,,
117,3543.541933,3437.066398,940.3239888,6000,104.4804432,106.4755357,
,,,,,,,
118,3420.160979,3296.780024,940.3239888,6000,104.4804432,123.3809547,
,,,,,,,
119,3285.115047,3150.069115,940.3239888,6000,104.4804432,135.0459319,
,,,,,,,
120,3134.732544,2984.35004,940.3239888,6000,104.4804432,150.3825032,
,,,,,,,
121,3079.440623,3024.148703,940.3239888,6000,104.4804432,55.29192002,
,,,,,,,
122,2998.308902,2917.177181,940.3239888,6000,104.4804432,81.13172122,
,,,,,,,
123,2898.510518,2798.712134,940.3239888,6000,104.4804432,99.79838427,
,,,,,,,
124,2849.483541,2800.456564,940.3239888,6000,104.4804432,49.02697685,
,,,,,,,
125,3799.626512,3694.786952,940.3239888,6000,104.4804432,104.8395601,
,,,,,,,
126,3719.384514,3639.142515,940.3239888,6000,104.4804432,80.24199826,
,,,,,,,
127,3612.029184,3504.673855,940.3239888,6000,104.4804432,107.3553294,
,,,,,,,
128,3549.902777,3487.77637,940.3239888,6000,104.4804432,62.12640726,
,,,,,,,
129,3458.9054,3367.908022,940.3239888,6000,104.4804432,90.99737727,
,,,,,,,
130,3376.522877,3294.140354,940.3239888,6000,104.4804432,82.38252294,
,,,,,,,
131,3320.350914,3264.178951,940.3239888,6000,104.4804432,56.17196281,
,,,,,,,
132,3075.639546,2830.928179,940.3239888,6000,104.4804432,244.7113676,
,,,,,,,
133,2984.089777,2892.540007,940.3239888,6000,104.4804432,91.54976961,
,,,,,,,
134,3760.13099,3630.798714,940.3239888,6000,104.4804432,129.3322753,
,,,,,,,
135,3660.457068,3560.783146,940.3239888,6000,104.4804432,99.6739217,
,,,,,,,
136,3570.102824,3479.74858,940.3239888,6000,104.4804432,90.35424405,
,,,,,,,
137,3529.2943,3488.485776,940.3239888,6000,104.4804432,40.80852396,
,,,,,,,
138,3487.519499,3445.744697,940.3239888,6000,104.4804432,41.77480138,
,,,,,,,
139,3332.416862,3177.314225,940.3239888,6000,104.4804432,155.1026367,
,,,,,,,
140,3259.554146,3186.691429,940.3239888,6000,104.4804432,72.86271623,
,,,,,,,
141,3158.695852,3057.837559,940.3239888,6000,104.4804432,100.8582933,
,,,,,,,
142,3096.547967,3034.400082,940.3239888,6000,104.4804432,62.1478851,
,,,,,,,
143,3887.89901,3734.381043,940.3239888,6000,104.4804432,153.5179672,
,,,,,,,
144,3634.116201,3380.333392,940.3239888,6000,104.4804432,253.7828091,
,,,,,,,
145,3505.023399,3375.930596,940.3239888,6000,104.4804432,129.0928028,
,,,,,,,
146,3430.025412,3355.027426,940.3239888,6000,104.4804432,74.99798614,
,,,,,,,
147,3310.499694,3190.973976,940.3239888,6000,104.4804432,119.5257184,
,,,,,,,
148,3212.652335,3114.804975,940.3239888,6000,104.4804432,97.84735939,
,,,,,,,
149,3127.238744,3041.825153,940.3239888,6000,104.4804432,85.41359073,
,,,,,,,
150,3034.631732,2942.024719,940.3239888,6000,104.4804432,92.60701226,
,,,,,,,
151,2981.16377,2927.695809,940.3239888,6000,104.4804432,53.46796131,
,,,,,,,
152,3696.173732,3594.082705,940.3239888,6000,104.4804432,102.0910276,
,,,,,,,
153,3511.232338,3326.290943,940.3239888,6000,104.4804432,184.9413944,
,,,,,,,
154,3421.366629,3331.500919,940.3239888,6000,104.4804432,89.86570928,
,,,,,,,
155,3340.522289,3259.677949,940.3239888,6000,104.4804432,80.84433953,
,,,,,,,
156,3156.089597,2971.656904,940.3239888,6000,104.4804432,184.4326924,
,,,,,,,
157,3123.957668,3091.825738,940.3239888,6000,104.4804432,32.13192914,
,,,,,,,
158,2895.210592,2666.463517,940.3239888,6000,104.4804432,228.7470751,
,,,,,,,
159,2807.148367,2719.086141,940.3239888,6000,104.4804432,88.06222553,
,,,,,,,
160,2677.134871,2547.121375,940.3239888,6000,104.4804432,130.013496,
,,,,,,,
161,3606.36173,3526.762321,940.3239888,6000,104.4804432,79.59940871,
,,,,,,,
162,3476.324165,3346.2866,940.3239888,6000,104.4804432,130.0375649,
,,,,,,,
163,3314.612966,3152.901766,940.3239888,6000,104.4804432,161.7111993,
,,,,,,,
164,3144.753338,2974.89371,940.3239888,6000,104.4804432,169.8596277,
,,,,,,,
165,3096.778716,3048.804094,940.3239888,6000,104.4804432,47.97462199,
,,,,,,,
166,2953.563585,2810.348453,940.3239888,6000,104.4804432,143.2151314,
,,,,,,,
167,2816.320422,2679.077259,940.3239888,6000,104.4804432,137.2431627,
,,,,,,,
168,2776.593206,2736.865989,940.3239888,6000,104.4804432,39.72721636,
,,,,,,,
169,2650.603771,2524.614337,940.3239888,6000,104.4804432,125.9894344,
,,,,,,,
170,3662.714385,3576.186728,940.3239888,6000,104.4804432,86.52765644,
,,,,,,,
171,3588.544573,3514.374761,940.3239888,6000,104.4804432,74.16981196,
,,,,,,,
172,3488.230054,3387.915535,940.3239888,6000,104.4804432,100.3145187,
,,,,,,,
173,3418.224619,3348.219184,940.3239888,6000,104.4804432,70.00543514,
,,,,,,,
174,3161.290034,2904.35545,940.3239888,6000,104.4804432,256.9345848,
,,,,,,,
175,3046.721737,2932.153439,940.3239888,6000,104.4804432,114.5682977,
,,,,,,,
176,2958.085237,2869.448738,940.3239888,6000,104.4804432,88.63649939,
,,,,,,,
177,2856.418785,2754.752332,940.3239888,6000,104.4804432,101.6664526,
,,,,,,,
178,2780.695737,2704.97269,940.3239888,6000,104.4804432,75.72304744,
,,,,,,,
179,3721.97129,3620.961227,940.3239888,6000,104.4804432,101.0100627,
,,,,,,,
180,3677.469703,3632.968117,940.3239888,6000,104.4804432,44.50158633,
,,,,,,,
181,3541.132842,3404.79598,940.3239888,6000,104.4804432,136.3368617,
,,,,,,,
182,3473.347411,3405.56198,940.3239888,6000,104.4804432,67.78543098,
,,,,,,,
183,3320.135921,3166.924431,940.3239888,6000,104.4804432,153.2114898,
,,,,,,,
184,3223.600894,3127.065868,940.3239888,6000,104.4804432,96.53502665,
,,,,,,,
185,3142.139971,3060.679047,940.3239888,6000,104.4804432,81.46092342,
,,,,,,,
186,3068.414434,2994.688896,940.3239888,6000,104.4804432,73.72553722,
,,,,,,,
187,2938.646763,2808.879092,940.3239888,6000,104.4804432,129.767671,
,,,,,,,
188,3849.923605,3778.171738,940.3239888,6000,104.4804432,71.75186755,
,,,,,,,
189,3777.225566,3704.527526,940.3239888,6000,104.4804432,72.69803976,
,,,,,,,
190,3656.410715,3535.595864,940.3239888,6000,104.4804432,120.814851,
,,,,,,,
191,3493.753663,3331.096611,940.3239888,6000,104.4804432,162.657052,
,,,,,,,
192,3441.149336,3388.54501,940.3239888,6000,104.4804432,52.60432629,
,,,,,,,
193,3377.637103,3314.12487,940.3239888,6000,104.4804432,63.51223316,
,,,,,,,
194,3307.758359,3237.879615,940.3239888,6000,104.4804432,69.87874431,
,,,,,,,
195,3147.330379,2986.902399,940.3239888,6000,104.4804432,160.4279802,
,,,,,,,
196,3038.784713,2930.239047,940.3239888,6000,104.4804432,108.5456657,
,,,,,,,
197,3777.798449,3661.73579,940.3239888,6000,104.4804432,116.0626589,
,,,,,,,
198,3652.143485,3526.488522,940.3239888,6000,104.4804432,125.6549636,
,,,,,,,
199,3567.530553,3482.917621,940.3239888,6000,104.4804432,84.61293225,
,,,,,,,
200,3425.249268,3282.967984,940.3239888,6000,104.4804432,142.2812846,
,,,,,,,
201,3338.770405,3252.291541,940.3239888,6000,104.4804432,86.47886371,
,,,,,,,
202,3193.22386,3047.677315,940.3239888,6000,104.4804432,145.5465446,
,,,,,,,
203,3115.583492,3037.943125,940.3239888,6000,104.4804432,77.64036761,
,,,,,,,
204,2939.644841,2763.706191,940.3239888,6000,104.4804432,175.9386509,
,,,,,,,
205,2852.912714,2766.180586,940.3239888,6000,104.4804432,86.73212786,
,,,,,,,
206,3623.687057,3467.259848,940.3239888,6000,104.4804432,156.4272083,
,,,,,,,
207,3532.375463,3441.063869,940.3239888,6000,104.4804432,91.31159397,
,,,,,,,
208,3416.705229,3301.034995,940.3239888,6000,104.4804432,115.670234,
,,,,,,,
209,3360.048126,3303.391023,940.3239888,6000,104.4804432,56.65710304,
,,,,,,,
210,3262.457473,3164.866821,940.3239888,6000,104.4804432,97.5906522,
,,,,,,,
211,3193.442675,3124.427877,940.3239888,6000,104.4804432,69.01479807,
,,,,,,,
212,3119.829815,3046.216955,940.3239888,6000,104.4804432,73.61285998,
,,,,,,,
213,3039.578987,2959.328158,940.3239888,6000,104.4804432,80.25082876,
,,,,,,,
214,2928.056678,2816.53437,940.3239888,6000,104.4804432,111.5223081,
,,,,,,,
215,3939.67296,3869.976298,940.3239888,6000,104.4804432,69.69666196,
,,,,,,,
216,3897.16204,3854.651121,940.3239888,6000,104.4804432,42.51091956,
,,,,,,,
217,3811.301751,3725.441462,940.3239888,6000,104.4804432,85.86028941,
,,,,,,,
218,3674.031275,3536.760799,940.3239888,6000,104.4804432,137.2704758,
,,,,,,,
219,3599.622874,3525.214472,940.3239888,6000,104.4804432,74.40840146,
,,,,,,,
220,3527.143619,3454.664365,940.3239888,6000,104.4804432,72.47925434,
,,,,,,,
221,3374.013377,3220.883135,940.3239888,6000,104.4804432,153.1302423,
,,,,,,,
222,3273.726096,3173.438814,940.3239888,6000,104.4804432,100.2872815,
,,,,,,,
223,3196.210669,3118.695242,940.3239888,6000,104.4804432,77.51542662,
,,,,,,,
224,3858.479141,3755.420572,940.3239888,6000,104.4804432,103.0585683,
,,,,,,,
225,3774.701853,3690.924564,940.3239888,6000,104.4804432,83.77728817,
,,,,,,,
226,3645.316247,3515.930642,940.3239888,6000,104.4804432,129.3856054,
,,,,,,,
227,3524.387869,3403.45949,940.3239888,6000,104.4804432,120.9283784,
,,,,,,,
228,3472.826103,3421.264337,940.3239888,6000,104.4804432,51.56176581,
,,,,,,,
229,3391.784899,3310.743695,940.3239888,6000,104.4804432,81.04120423,
,,,,,,,
230,3320.192176,3248.599454,940.3239888,6000,104.4804432,71.59272248,
,,,,,,,
231,3252.5669,3184.941624,940.3239888,6000,104.4804432,67.62527624,
,,,,,,,
232,3111.83592,2971.10494,940.3239888,6000,104.4804432,140.7309799,
,,,,,,,
233,3864.716349,3771.075919,940.3239888,6000,104.4804432,93.64043002,
,,,,,,,
234,3810.08214,3755.447931,940.3239888,6000,104.4804432,54.63420898,
,,,,,,,
235,3736.203352,3662.324564,940.3239888,6000,104.4804432,73.87878827,
,,,,,,,
236,3685.029525,3633.855699,940.3239888,6000,104.4804432,51.17382668,
,,,,,,,
237,3584.358762,3483.687999,940.3239888,6000,104.4804432,100.6707634,
,,,,,,,
238,3305.492657,3026.626551,940.3239888,6000,104.4804432,278.8661055,
,,,,,,,
239,3213.307919,3121.123182,940.3239888,6000,104.4804432,92.18473729,
,,,,,,,
240,3054.166336,2895.024754,940.3239888,6000,104.4804432,159.1415828,
,,,,,,,
241,2916.874966,2779.583595,940.3239888,6000,104.4804432,137.2913709,
,,,,,,,
242,3636.552943,3515.94727,940.3239888,6000,104.4804432,120.6056731,
,,,,,,,
243,3408.470352,3180.387761,940.3239888,6000,104.4804432,228.0825909,
,,,,,,,
244,3303.061986,3197.65362,940.3239888,6000,104.4804432,105.4083662,
,,,,,,,
245,3241.643801,3180.225617,940.3239888,6000,104.4804432,61.41818459,
,,,,,,,
246,3110.718885,2979.793969,940.3239888,6000,104.4804432,130.9249161,
,,,,,,,
247,2960.948307,2811.177729,940.3239888,6000,104.4804432,149.7705782,
,,,,,,,
248,2822.537981,2684.127655,940.3239888,6000,104.4804432,138.4103261,
,,,,,,,
249,2712.40113,2602.264278,940.3239888,6000,104.4804432,110.1368515,
,,,,,,,
250,2639.118123,2565.835117,940.3239888,6000,104.4804432,73.28300648,
,,,,,,,
251,3610.924563,3514.283946,940.3239888,6000,104.4804432,96.64061721,
,,,,,,,
252,3372.515354,3134.106145,940.3239888,6000,104.4804432,238.4092088,
,,,,,,,
253,3316.050921,3259.586488,940.3239888,6000,104.4804432,56.46443283,
,,,,,,,
254,3207.497697,3098.944472,940.3239888,6000,104.4804432,108.5532243,
,,,,,,,
255,3089.689909,2971.882122,940.3239888,6000,104.4804432,117.8077875,
,,,,,,,
256,3004.024009,2918.358109,940.3239888,6000,104.4804432,85.66590025,
,,,,,,,
257,2938.584586,2873.145162,940.3239888,6000,104.4804432,65.43942348,
,,,,,,,
258,2825.57442,2712.564254,940.3239888,6000,104.4804432,113.0101657,
,,,,,,,
259,2735.324375,2645.07433,940.3239888,6000,104.4804432,90.250045,
,,,,,,,
260,3743.747813,3658.095813,940.3239888,6000,104.4804432,85.65199953,
,,,,,,,
261,3642.764679,3541.781545,940.3239888,6000,104.4804432,100.9831337,
,,,,,,,
262,3602.791538,3562.818398,940.3239888,6000,104.4804432,39.97314044,
,,,,,,,
263,3525.866099,3448.940659,940.3239888,6000,104.4804432,76.92543974,
,,,,,,,
264,3433.736027,3341.605955,940.3239888,6000,104.4804432,92.13007195,
,,,,,,,
265,3380.609615,3327.483203,940.3239888,6000,104.4804432,53.12641199,
,,,,,,,
266,3324.324967,3268.04032,940.3239888,6000,104.4804432,56.28464741,
,,,,,,,
267,3198.676468,3073.027969,940.3239888,6000,104.4804432,125.6484994,
,,,,,,,
268,3042.736437,2886.796406,940.3239888,6000,104.4804432,155.940031,
,,,,,,,
269,3922.615649,3841.242673,940.3239888,6000,104.4804432,81.37297573,
,,,,,,,
270,3887.39839,3852.18113,940.3239888,6000,104.4804432,35.21725911,
,,,,,,,
271,3802.868465,3718.338541,940.3239888,6000,104.4804432,84.52992414,
,,,,,,,
272,3564.759873,3326.651281,940.3239888,6000,104.4804432,238.1085921,
,,,,,,,
273,3494.36408,3423.968286,940.3239888,6000,104.4804432,70.39579362,
,,,,,,,
274,3429.702211,3365.040343,940.3239888,6000,104.4804432,64.66186847,
,,,,,,,
275,3369.433227,3309.164243,940.3239888,6000,104.4804432,60.26898408,
,,,,,,,
276,3312.093756,3254.754284,940.3239888,6000,104.4804432,57.33947159,
,,,,,,,
277,3174.626094,3037.158432,940.3239888,6000,104.4804432,137.4676615,
,,,,,,,
278,3826.962037,3696.913628,940.3239888,6000,104.4804432,130.0484086,
,,,,,,,
279,3654.784985,3482.607934,940.3239888,6000,104.4804432,172.1770516,
,,,,,,,
280,3585.890568,3516.996151,940.3239888,6000,104.4804432,68.89441685,
,,,,,,,
281,3456.186959,3326.48335,940.3239888,6000,104.4804432,129.7036092,
,,,,,,,
282,3389.617705,3323.04845,940.3239888,6000,104.4804432,66.56925438,
,,,,,,,
283,3252.097339,3114.576973,940.3239888,6000,104.4804432,137.5203659,
,,,,,,,
284,3213.72339,3175.349441,940.3239888,6000,104.4804432,38.37394913,
,,,,,,,
285,3073.009206,2932.295022,940.3239888,6000,104.4804432,140.714184,
,,,,,,,
286,2946.025717,2819.042229,940.3239888,6000,104.4804432,126.9834885,
,,,,,,,
287,3674.006991,3523.950301,940.3239888,6000,104.4804432,150.0566896,
,,,,,,,
288,3583.893167,3493.779343,940.3239888,6000,104.4804432,90.1138239,
,,,,,,,
289,3455.598949,3327.304732,940.3239888,6000,104.4804432,128.2942175,
,,,,,,,
290,3379.550915,3303.50288,940.3239888,6000,104.4804432,76.04803455,
,,,,,,,
291,3250.819714,3122.088512,940.3239888,6000,104.4804432,128.7312013,
,,,,,,,
292,3172.564544,3094.309375,940.3239888,6000,104.4804432,78.2551694,
,,,,,,,
293,3143.42498,3114.285416,940.3239888,6000,104.4804432,29.13956431,
,,,,,,,
294,3046.823889,2950.222799,940.3239888,6000,104.4804432,96.60109048,
,,,,,,,
295,3006.2042,2965.58451,940.3239888,6000,104.4804432,40.61968952,
,,,,,,,
296,3900.770715,3764.344221,940.3239888,6000,104.4804432,136.4264939,
,,,,,,,
297,3711.457205,3522.143695,940.3239888,6000,104.4804432,189.3135099,
,,,,,,,
298,3621.328864,3531.200523,940.3239888,6000,104.4804432,90.12834116,
,,,,,,,
299,3579.445661,3537.562457,940.3239888,6000,104.4804432,41.88320364,
,,,,,,,
300,3457.292295,3335.138929,940.3239888,6000,104.4804432,122.1533657,
,,,,,,,
301,3394.330044,3331.367794,940.3239888,6000,104.4804432,62.96225056,
,,,,,,,
302,3309.979538,3225.629031,940.3239888,6000,104.4804432,84.35050674,
,,,,,,,
303,3177.090916,3044.202295,940.3239888,6000,104.4804432,132.8886212,
,,,,,,,
304,3127.938586,3078.786256,940.3239888,6000,104.4804432,49.15233001,
,,,,,,,
305,3813.409943,3694.652014,940.3239888,6000,104.4804432,118.7579284,
,,,,,,,
306,3717.17664,3620.943337,940.3239888,6000,104.4804432,96.23330272,
,,,,,,,
307,3636.893045,3556.609449,940.3239888,6000,104.4804432,80.28359532,
,,,,,,,
308,3540.265971,3443.638897,940.3239888,6000,104.4804432,96.62707392,
,,,,,,,
309,3457.935781,3375.605592,940.3239888,6000,104.4804432,82.33018949,
,,,,,,,
310,3316.242238,3174.548695,940.3239888,6000,104.4804432,141.6935432,
,,,,,,,
311,3202.823351,3089.404463,940.3239888,6000,104.4804432,113.4188874,
,,,,,,,
312,3067.821049,2932.818747,940.3239888,6000,104.4804432,135.0023019,
,,,,,,,
313,2919.738882,2771.656714,940.3239888,6000,104.4804432,148.0821672,
,,,,,,,
314,3720.043776,3628.758613,940.3239888,6000,104.4804432,91.28516293,
,,,,,,,
